STATION,DATE,PRCP,TMAX,TMIN,YEAR,MONTH,DAY,TEMP
USW00013881,1962-06-11,0.0,30.6,18.9,1962,6,11,24.75
USW00023188,1954-02-10,0.0,19.4,10.0,1954,2,10,14.7
USW00013881,1982-10-30,0.0,22.8,4.4,1982,10,30,13.6
USW00013960,1985-11-19,0.5,23.9,3.9,1985,11,19,13.9
USW00023188,1968-08-16,0.0,23.9,19.4,1968,8,16,21.65
USW00023188,1958-01-10,0.0,20.6,11.1,1958,1,10,15.85
USW00013881,2000-04-08,21.1,20.0,4.4,2000,4,8,12.2
USW00023188,2017-02-25,0.0,16.7,8.3,2017,2,25,12.5
USW00023188,1973-09-30,0.0,21.7,16.7,1973,9,30,19.2
USW00023188,1943-05-06,0.0,18.9,14.4,1943,5,6,16.65
USW00023188,2007-02-25,0.0,16.7,7.8,2007,2,25,12.25
USW00013960,1990-06-27,0.0,35.6,25.6,1990,6,27,30.6
USW00013881,1950-03-30,0.0,10.6,0.6,1950,3,30,5.6
USW00013960,1955-06-24,0.0,33.9,22.8,1955,6,24,28.35
USW00013960,1978-01-11,9.4,-0.6,-2.2,1978,1,11,-1.4
USW00013881,1990-09-23,0.0,23.3,12.2,1990,9,23,17.75
USW00013881,1948-07-20,0.0,36.1,21.7,1948,7,20,28.9
USW00013960,1939-09-25,0.0,35.6,18.3,1939,9,25,26.95
USW00013881,1992-11-22,21.3,21.7,17.2,1992,11,22,19.45
USW00013960,1976-11-06,0.0,26.1,8.9,1976,11,6,17.5
USW00013881,1992-04-25,0.0,23.9,12.2,1992,4,25,18.05
USW00023188,2008-03-14,0.0,16.1,13.9,2008,3,14,15.0
USW00023188,1979-07-01,0.0,21.7,18.3,1979,7,1,20.0
USW00023188,1942-07-04,0.0,23.3,14.4,1942,7,4,18.85
USW00023188,1973-08-13,0.0,23.3,18.3,1973,8,13,20.8
USW00023188,1989-08-16,0.0,23.3,18.9,1989,8,16,21.1
USW00013881,2024-12-19,0.0,15.0,8.3,2024,12,19,11.65
USW00012919,1921-01-13,5.1,16.7,6.1,1921,1,13,11.4
USW00012919,1916-10-06,2.5,30.6,18.9,1916,10,6,24.75
USW00012919,1918-01-13,0.0,23.3,1.1,1918,1,13,12.2
USW00023188,1992-09-03,0.0,25.0,20.0,1992,9,3,22.5
USW00013960,1981-11-04,0.0,23.9,7.8,1981,11,4,15.85
USW00013960,2015-03-28,0.0,28.3,8.9,2015,3,28,18.6
USW00013960,1940-08-04,0.0,37.8,24.4,1940,8,4,31.1
USW00013960,1947-12-03,20.1,20.0,13.9,1947,12,3,16.95
USW00013960,1970-05-25,0.0,30.6,18.9,1970,5,25,24.75
USW00013960,1987-09-11,0.0,32.2,22.2,1987,9,11,27.2
USW00012919,1902-08-10,0.0,36.1,24.4,1902,8,10,30.25
USW00013881,2000-11-17,5.1,11.7,1.1,2000,11,17,6.4
USW00013960,2005-05-16,0.0,27.2,16.7,2005,5,16,21.95
USW00023188,1979-09-24,0.0,26.7,22.2,1979,9,24,24.45
USW00013960,2006-06-11,0.0,36.1,24.4,2006,6,11,30.25
USW00013960,1944-07-08,0.0,36.1,25.6,1944,7,8,30.85
USW00023188,1980-12-29,0.0,22.2,8.9,1980,12,29,15.55
USW00023188,1971-03-02,0.0,16.1,3.9,1971,3,2,10.0
USW00023188,1982-05-09,0.0,18.9,15.6,1982,5,9,17.25
USW00013960,1998-04-12,0.0,25.0,14.4,1998,4,12,19.7
USW00013881,1959-08-12,0.0,33.3,19.4,1959,8,12,26.35
USW00023188,2006-01-10,0.0,21.7,8.9,2006,1,10,15.3
USW00013881,1989-01-24,0.0,20.6,0.6,1989,1,24,10.6
USW00023188,1941-04-26,0.0,19.4,15.0,1941,4,26,17.2
USW00012919,1922-03-19,0.0,30.0,19.4,1922,3,19,24.7
USW00013960,1992-09-15,0.0,32.2,22.8,1992,9,15,27.5
USW00023188,1958-09-01,0.0,25.6,18.9,1958,9,1,22.25
USW00012919,1902-03-13,0.0,24.4,13.3,1902,3,13,18.85
USW00023188,1979-10-15,0.0,24.4,18.3,1979,10,15,21.35
USW00023188,2014-05-20,0.0,21.1,16.7,2014,5,20,18.9
USW00023188,2022-01-22,0.0,20.6,7.8,2022,1,22,14.2
USW00013881,1949-03-09,0.8,21.1,5.0,1949,3,9,13.05
USW00023188,2006-04-03,0.0,22.8,13.3,2006,4,3,18.05
USW00013881,1966-04-03,0.3,24.4,2.2,1966,4,3,13.3
USW00023188,1968-06-13,0.0,22.8,15.0,1968,6,13,18.9
USW00013960,1958-08-08,0.0,35.0,26.7,1958,8,8,30.85
USW00023188,2000-02-02,0.0,28.3,13.9,2000,2,2,21.1
USW00013960,1961-11-14,0.5,13.9,6.1,1961,11,14,10.0
USW00013881,2025-10-30,2.5,17.8,8.3,2025,10,30,13.05
USW00023188,1977-07-19,0.0,22.8,18.3,1977,7,19,20.55
USW00013881,1987-02-18,0.5,5.0,0.0,1987,2,18,2.5
USW00013960,2021-02-07,0.0,15.0,3.3,2021,2,7,9.15
USW00023188,2005-03-04,28.4,16.7,12.8,2005,3,4,14.75
USW00023188,1968-03-25,0.0,21.1,12.8,1968,3,25,16.95
USW00013881,1967-11-06,0.0,7.8,-0.6,1967,11,6,3.6
USW00013881,1976-02-17,0.0,24.4,14.4,1976,2,17,19.4
USW00013881,1963-11-19,0.0,24.4,7.2,1963,11,19,15.8
USW00013881,2023-05-23,0.0,25.0,16.1,2023,5,23,20.55
USW00013881,1964-02-10,0.3,14.4,-1.7,1964,2,10,6.35
USW00013881,1955-04-18,0.0,30.0,16.1,1955,4,18,23.05
USW00013960,2014-04-25,0.0,28.3,13.9,2014,4,25,21.1
USW00023188,1951-12-19,4.3,15.6,11.7,1951,12,19,13.65
USW00023188,1976-02-22,0.0,24.4,7.2,1976,2,22,15.8
USW00013881,1951-09-13,0.0,30.6,19.4,1951,9,13,25.0
USW00013881,1980-08-09,0.0,37.2,23.3,1980,8,9,30.25
USW00013881,2016-01-01,0.0,13.3,5.6,2016,1,1,9.45
USW00023188,1956-01-17,0.0,18.3,7.8,1956,1,17,13.05
USW00013881,2017-10-15,0.0,27.8,15.6,2017,10,15,21.7
USW00013960,1946-12-15,0.0,21.1,11.1,1946,12,15,16.1
USW00013960,1958-07-20,0.0,38.3,25.6,1958,7,20,31.95
USW00013881,2006-05-13,0.0,23.9,6.1,2006,5,13,15.0
USW00023188,1979-06-15,0.0,25.0,18.3,1979,6,15,21.65
USW00013960,2001-04-30,0.0,27.8,17.8,2001,4,30,22.8
USW00023188,2022-04-21,0.0,19.4,11.1,2022,4,21,15.25
USW00013881,1977-04-03,16.0,19.4,15.0,1977,4,3,17.2
USW00023188,2023-06-30,0.0,22.8,17.2,2023,6,30,20.0
USW00013960,2018-02-08,0.0,15.6,-1.0,2018,2,8,7.3
USW00013881,1994-09-25,0.0,26.7,19.4,1994,9,25,23.05
USW00013960,1967-11-03,0.0,15.0,3.9,1967,11,3,9.45
USW00023188,2007-09-18,0.0,21.7,17.2,2007,9,18,19.45
USW00013881,1990-10-20,0.0,20.0,6.7,1990,10,20,13.35
USW00013960,1950-08-19,0.0,32.2,18.3,1950,8,19,25.25
USW00013960,1995-12-21,0.0,7.2,1.7,1995,12,21,4.45
USW00013960,2019-01-11,9.7,12.8,7.8,2019,1,11,10.3
USW00023188,1981-01-15,0.0,20.0,12.8,1981,1,15,16.4
USW00023188,1941-09-09,0.0,24.4,18.3,1941,9,9,21.35
USW00013960,1945-12-20,0.0,7.8,-6.1,1945,12,20,0.85
USW00023188,2004-08-07,0.0,24.4,18.3,2004,8,7,21.35
USW00013881,2004-04-21,0.0,27.2,13.9,2004,4,21,20.55
USW00013960,1973-05-26,0.0,33.3,17.2,1973,5,26,25.25
USW00023188,1947-04-02,0.0,18.9,12.2,1947,4,2,15.55
USW00023188,2018-10-23,0.0,20.6,16.7,2018,10,23,18.65
USW00013881,1952-09-20,0.0,27.2,20.0,1952,9,20,23.6
USW00013960,2010-01-19,0.0,21.7,13.3,2010,1,19,17.5
USW00013881,1984-11-03,0.0,15.6,9.4,1984,11,3,12.5
USW00023188,1973-04-28,0.0,16.7,13.9,1973,4,28,15.3
USW00023188,1954-04-27,0.0,19.4,12.8,1954,4,27,16.1
USW00013960,2003-10-22,0.0,32.8,17.2,2003,10,22,25.0
USW00013881,2000-12-06,0.0,5.6,-5.0,2000,12,6,0.3
USW00013960,1946-08-26,4.8,30.6,22.2,1946,8,26,26.4
USW00023188,2003-07-03,0.0,27.8,18.9,2003,7,3,23.35
USW00023188,1987-07-22,0.0,22.8,16.7,1987,7,22,19.75
USW00013881,1961-12-09,0.0,6.1,1.1,1961,12,9,3.6
USW00013960,1993-10-14,0.0,22.8,13.9,1993,10,14,18.35
USW00013960,1941-05-03,1.0,21.7,14.4,1941,5,3,18.05
USW00012919,1917-02-27,0.0,28.9,19.4,1917,2,27,24.15
USW00013881,1982-04-02,1.0,24.4,8.3,1982,4,2,16.35
USW00023188,2025-10-03,0.0,22.8,17.2,2025,10,3,20.0
USW00013960,2001-03-18,0.0,11.1,8.3,2001,3,18,9.7
USW00013881,2014-04-10,0.0,22.8,2.2,2014,4,10,12.5
USW00023188,1964-11-03,0.0,25.0,10.6,1964,11,3,17.8
USW00013881,1960-01-18,7.1,15.0,3.9,1960,1,18,9.45
USW00013960,1992-05-25,9.1,25.6,17.2,1992,5,25,21.4
USW00013960,2008-10-17,0.0,25.0,15.0,2008,10,17,20.0
USW00023188,2015-02-19,0.0,19.4,14.4,2015,2,19,16.9
USW00023188,1984-07-21,0.0,26.1,22.8,1984,7,21,24.45
USW00023188,1973-11-11,0.0,27.8,14.4,1973,11,11,21.1
USW00013881,1987-02-24,0.0,9.4,0.0,1987,2,24,4.7
USW00013881,1970-04-15,0.0,21.7,6.1,1970,4,15,13.9
USW00023188,2008-01-15,0.0,17.2,7.8,2008,1,15,12.5
USW00013960,1991-07-07,0.0,35.0,25.0,1991,7,7,30.0
USW00023188,1978-04-30,0.0,18.3,16.1,1978,4,30,17.2
USW00013881,2016-09-09,0.0,35.0,20.6,2016,9,9,27.8
USW00023188,1989-01-20,0.0,24.4,8.9,1989,1,20,16.65
USW00013960,1999-11-25,0.8,14.4,5.6,1999,11,25,10.0
USW00013960,1992-10-04,0.0,29.4,12.2,1992,10,4,20.8
USW00013960,2016-09-16,0.0,36.1,25.6,2016,9,16,30.85
USW00013881,1963-02-03,12.2,7.2,-1.1,1963,2,3,3.05
USW00013881,1948-07-27,0.0,36.1,21.7,1948,7,27,28.9
USW00013881,1997-01-04,0.0,22.2,8.3,1997,1,4,15.25
USW00013960,2004-02-15,0.0,11.1,0.6,2004,2,15,5.85
USW00013881,1990-01-22,0.0,16.1,1.1,1990,1,22,8.6
USW00023188,1991-03-30,0.0,23.9,9.4,1991,3,30,16.65
USW00013881,1982-05-29,0.0,31.7,17.8,1982,5,29,24.75
USW00013881,2008-08-26,136.1,23.3,20.6,2008,8,26,21.95
USW00013960,1961-12-08,3.8,8.3,5.6,1961,12,8,6.95
USW00023188,1940-12-30,0.0,17.8,11.7,1940,12,30,14.75
USW00013960,1995-10-13,0.0,32.8,16.1,1995,10,13,24.45
USW00012919,1915-06-17,0.0,35.0,23.3,1915,6,17,29.15
USW00013881,1959-10-06,0.0,29.4,16.7,1959,10,6,23.05
USW00023188,2014-01-11,0.0,21.1,10.0,2014,1,11,15.55
USW00013881,1990-01-06,12.7,14.4,8.3,1990,1,6,11.35
USW00013881,1989-06-14,0.0,33.3,20.6,1989,6,14,26.95
USW00013960,1966-08-24,32.8,21.7,16.1,1966,8,24,18.9
USW00023188,1992-12-29,5.8,16.7,13.3,1992,12,29,15.0
USW00013960,2019-12-22,0.0,13.3,3.9,2019,12,22,8.6
USW00012919,1904-03-23,0.0,31.1,25.0,1904,3,23,28.05
USW00013960,1946-09-20,0.0,26.1,18.9,1946,9,20,22.5
USW00013960,2012-05-07,9.9,32.2,20.6,2012,5,7,26.4
USW00023188,1971-07-14,0.0,21.7,17.8,1971,7,14,19.75
USW00023188,1978-06-11,0.0,23.3,17.2,1978,6,11,20.25
USW00023188,1956-12-24,0.0,25.0,7.8,1956,12,24,16.4
USW00013960,1944-05-31,0.0,31.1,21.7,1944,5,31,26.4
USW00013960,2004-10-13,0.0,26.7,14.4,2004,10,13,20.55
USW00023188,1974-05-10,0.0,20.0,15.0,1974,5,10,17.5
USW00013881,2023-11-03,0.0,17.8,-1.6,2023,11,3,8.1
USW00013881,2018-11-16,0.0,15.0,-0.5,2018,11,16,7.25
USW00013881,1962-01-06,87.6,17.2,4.4,1962,1,6,10.8
USW00023188,1987-06-14,0.0,21.1,16.7,1987,6,14,18.9
USW00013960,1998-11-09,9.7,23.3,12.2,1998,11,9,17.75
USW00023188,1991-07-24,0.0,21.7,17.2,1991,7,24,19.45
USW00023188,1996-05-25,0.0,20.0,14.4,1996,5,25,17.2
USW00013960,1981-04-10,0.0,25.6,19.4,1981,4,10,22.5
USW00023188,1947-04-01,0.0,18.3,12.8,1947,4,1,15.55
USW00023188,1974-10-16,0.0,33.3,16.7,1974,10,16,25.0
USW00013960,1987-03-07,0.0,23.3,9.4,1987,3,7,16.35
USW00023188,2000-09-07,0.0,26.7,18.9,2000,9,7,22.8
USW00023188,1943-08-26,0.0,25.0,16.1,1943,8,26,20.55
USW00013960,1958-06-13,0.0,36.1,24.4,1958,6,13,30.25
USW00013881,1975-07-09,19.3,30.6,19.4,1975,7,9,25.0
USW00013960,1977-12-12,0.0,18.9,4.4,1977,12,12,11.65
USW00023188,1962-03-14,0.0,18.9,6.1,1962,3,14,12.5
USW00013881,1950-09-20,0.0,31.7,16.7,1950,9,20,24.2
USW00012919,1913-03-12,1.0,25.0,17.8,1913,3,12,21.4
USW00013881,1954-03-12,0.0,20.6,8.3,1954,3,12,14.45
USW00023188,1964-07-13,0.0,24.4,17.8,1964,7,13,21.1
USW00023188,1958-01-22,0.0,19.4,6.7,1958,1,22,13.05
USW00013881,2011-10-25,0.0,24.4,7.8,2011,10,25,16.1
USW00023188,1998-10-05,0.0,26.7,15.0,1998,10,5,20.85
USW00013881,1999-05-21,0.0,27.2,9.4,1999,5,21,18.3
USW00013881,1959-07-31,4.3,31.7,21.1,1959,7,31,26.4
USW00013881,1980-02-24,0.0,21.1,5.6,1980,2,24,13.35
USW00013960,1976-03-24,14.5,18.9,10.0,1976,3,24,14.45
USW00023188,1991-03-01,22.6,17.2,14.4,1991,3,1,15.8
USW00023188,1939-12-16,0.0,22.2,10.0,1939,12,16,16.1
USW00013960,1979-04-23,0.0,25.0,13.3,1979,4,23,19.15
USW00023188,1984-03-15,0.0,20.0,14.4,1984,3,15,17.2
USW00013960,1942-10-10,0.0,30.0,11.7,1942,10,10,20.85
USW00023188,1960-11-21,0.0,22.8,10.6,1960,11,21,16.7
USW00023188,1959-03-14,0.0,20.0,14.4,1959,3,14,17.2
USW00013881,1999-08-06,0.0,33.9,21.1,1999,8,6,27.5
USW00013881,1958-06-28,0.0,30.6,16.1,1958,6,28,23.35
USW00023188,1955-11-27,0.0,21.1,8.3,1955,11,27,14.7
USW00013881,2012-12-27,0.0,11.1,0.0,2012,12,27,5.55
USW00023188,1950-01-25,0.0,13.9,5.6,1950,1,25,9.75
USW00013960,1955-10-15,0.0,31.7,11.7,1955,10,15,21.7
USW00012919,1902-10-16,0.0,26.7,16.7,1902,10,16,21.7
USW00013881,1989-11-18,0.0,12.8,0.0,1989,11,18,6.4
USW00013960,1972-02-21,0.0,25.6,15.6,1972,2,21,20.6
USW00013960,2006-12-17,0.0,26.7,17.8,2006,12,17,22.25
USW00013881,1997-06-05,0.0,23.9,11.7,1997,6,5,17.8
USW00013881,1951-11-01,22.9,21.7,10.0,1951,11,1,15.85
USW00023188,2003-07-15,0.0,21.7,18.9,2003,7,15,20.3
USW00023188,1951-10-05,0.0,22.8,15.6,1951,10,5,19.2
USW00023188,2017-05-31,0.0,18.3,15.6,2017,5,31,16.95
USW00023188,2015-02-04,0.0,18.9,11.7,2015,2,4,15.3
USW00013960,2017-02-28,0.0,27.8,20.0,2017,2,28,23.9
USW00013960,1964-01-16,27.7,1.7,-2.8,1964,1,16,-0.55
USW00013881,1972-07-26,71.6,33.3,21.1,1972,7,26,27.2
USW00013960,1944-02-08,30.2,18.3,12.2,1944,2,8,15.25
USW00013960,2001-12-08,0.0,13.9,4.4,2001,12,8,9.15
USW00023188,1946-08-11,0.0,29.4,18.9,1946,8,11,24.15
USW00012919,1907-08-14,0.0,34.4,25.0,1907,8,14,29.7
USW00013960,2006-10-19,0.3,18.3,9.4,2006,10,19,13.85
USW00023188,1944-03-02,12.4,16.7,8.3,1944,3,2,12.5
USW00013960,1997-04-28,0.0,23.3,10.6,1997,4,28,16.95
USW00013881,1967-09-27,7.1,26.1,13.9,1967,9,27,20.0
USW00023188,1951-08-30,0.5,22.8,16.7,1951,8,30,19.75
USW00023188,1993-08-16,0.0,23.3,17.8,1993,8,16,20.55
USW00013960,1961-08-26,0.0,33.3,18.9,1961,8,26,26.1
USW00013881,1989-11-05,0.0,20.0,3.9,1989,11,5,11.95
USW00013960,1953-08-23,0.0,33.3,21.7,1953,8,23,27.5
USW00013881,1950-10-12,0.0,26.1,11.1,1950,10,12,18.6
USW00023188,1973-02-26,0.0,20.0,12.8,1973,2,26,16.4
USW00013960,1951-11-04,0.0,17.8,1.1,1951,11,4,9.45
USW00013881,2008-08-18,0.0,30.0,17.2,2008,8,18,23.6
USW00023188,2017-11-26,0.0,19.4,12.8,2017,11,26,16.1
USW00013960,1979-06-13,0.0,31.7,17.8,1979,6,13,24.75
USW00023188,1943-04-14,0.0,19.4,13.9,1943,4,14,16.65
USW00012919,1915-03-19,0.0,22.2,9.4,1915,3,19,15.8
USW00012919,1921-01-19,0.8,25.6,16.1,1921,1,19,20.85
USW00013881,1991-02-17,2.8,11.7,-1.7,1991,2,17,5.0
USW00013960,1977-08-26,0.0,36.7,25.6,1977,8,26,31.15
USW00013960,2005-02-04,0.0,15.0,1.1,2005,2,4,8.05
USW00023188,1999-09-01,0.0,20.0,16.7,1999,9,1,18.35
USW00023188,1971-07-07,0.0,23.3,17.2,1971,7,7,20.25
USW00013960,1950-04-10,0.0,31.1,17.8,1950,4,10,24.45
USW00023188,1954-03-06,0.0,20.0,12.2,1954,3,6,16.1
USW00013881,1967-11-19,0.0,15.6,-1.1,1967,11,19,7.25
USW00013881,2022-01-25,0.0,16.7,3.3,2022,1,25,10.0
USW00013881,1964-11-20,7.4,18.3,7.8,1964,11,20,13.05
USW00013881,2019-02-11,3.0,11.7,2.8,2019,2,11,7.25
USW00013881,1986-04-28,0.0,30.6,16.1,1986,4,28,23.35
USW00013881,1952-02-02,2.5,13.3,2.8,1952,2,2,8.05
USW00023188,1990-03-01,0.0,17.8,12.8,1990,3,1,15.3
USW00013960,1968-11-13,0.0,24.4,7.2,1968,11,13,15.8
USW00012919,1915-09-30,0.0,35.0,23.3,1915,9,30,29.15
USW00013960,1943-04-10,0.0,28.3,20.0,1943,4,10,24.15
USW00023188,1989-04-19,0.0,20.6,15.6,1989,4,19,18.1
USW00012919,1910-08-05,0.0,35.0,25.0,1910,8,5,30.0
USW00013960,1963-08-05,0.0,38.3,26.7,1963,8,5,32.5
USW00023188,2013-11-13,0.0,26.7,13.9,2013,11,13,20.3
USW00023188,1943-04-02,0.0,24.4,11.1,1943,4,2,17.75
USW00023188,1980-04-15,0.0,23.9,13.9,1980,4,15,18.9
USW00013881,1956-10-02,0.0,28.9,18.3,1956,10,2,23.6
USW00013881,1955-10-15,0.0,17.8,4.4,1955,10,15,11.1
USW00013881,2002-12-01,0.0,7.2,-3.9,2002,12,1,1.65
USW00013960,2015-11-04,0.3,23.9,15.6,2015,11,4,19.75
USW00013960,1979-09-17,0.0,29.4,10.6,1979,9,17,20.0
USW00013960,1988-07-13,0.0,35.6,24.4,1988,7,13,30.0
USW00012919,1918-05-28,0.0,33.3,23.3,1918,5,28,28.3
USW00013960,1997-04-10,0.0,24.4,11.7,1997,4,10,18.05
USW00013881,1951-06-05,7.1,26.7,17.8,1951,6,5,22.25
USW00013881,1997-09-24,50.8,23.3,12.8,1997,9,24,18.05
USW00013881,1974-10-13,0.0,25.6,12.2,1974,10,13,18.9
USW00013881,2024-11-27,0.0,17.2,2.8,2024,11,27,10.0
USW00013881,1985-05-16,35.1,25.0,15.6,1985,5,16,20.3
USW00013881,1980-08-12,0.0,33.9,23.3,1980,8,12,28.6
USW00013881,1982-04-09,0.5,16.7,1.7,1982,4,9,9.2
USW00013960,1956-11-19,0.0,25.6,12.8,1956,11,19,19.2
USW00013960,1964-06-11,0.0,34.4,23.9,1964,6,11,29.15
USW00013881,1961-11-01,7.9,28.9,17.2,1961,11,1,23.05
USW00013960,2005-06-15,0.0,37.8,24.4,2005,6,15,31.1
USW00023188,1999-05-22,0.0,17.2,13.9,1999,5,22,15.55
USW00023188,2006-12-17,5.8,14.4,8.9,2006,12,17,11.65
USW00013881,1998-05-25,0.0,33.3,21.7,1998,5,25,27.5
USW00013881,1992-11-14,0.0,12.8,1.7,1992,11,14,7.25
USW00023188,1948-04-22,0.0,20.6,13.3,1948,4,22,16.95
USW00023188,2004-02-06,0.0,20.6,7.8,2004,2,6,14.2
USW00013881,1985-11-24,0.0,17.2,3.9,1985,11,24,10.55
USW00013960,1983-07-01,0.0,36.1,23.9,1983,7,1,30.0
USW00013960,1969-10-12,111.5,27.8,10.6,1969,10,12,19.2
USW00013881,1995-05-09,1.0,25.0,15.0,1995,5,9,20.0
USW00013960,1982-04-18,0.0,22.8,15.0,1982,4,18,18.9
USW00023188,2020-04-02,0.0,18.9,15.6,2020,4,2,17.25
USW00013960,1962-01-10,0.0,-9.4,-13.3,1962,1,10,-11.35
USW00023188,2004-12-10,0.0,23.9,10.6,2004,12,10,17.25
USW00012919,1905-02-08,0.0,11.7,2.2,1905,2,8,6.95
USW00013960,1952-03-15,0.0,13.9,3.9,1952,3,15,8.9
USW00023188,1956-09-11,0.0,27.2,18.9,1956,9,11,23.05
USW00013881,1968-10-23,0.0,24.4,10.0,1968,10,23,17.2
USW00013960,2023-06-11,41.9,37.2,21.7,2023,6,11,29.45
USW00013960,1942-01-18,0.0,16.7,5.0,1942,1,18,10.85
USW00013881,1952-07-24,4.6,37.8,21.1,1952,7,24,29.45
USW00023188,2022-03-23,0.0,29.4,12.8,2022,3,23,21.1
USW00023188,2020-06-21,0.0,20.6,18.3,2020,6,21,19.45
USW00013881,1972-06-01,0.0,22.8,8.3,1972,6,1,15.55
USW00013881,1948-05-09,0.0,27.8,10.0,1948,5,9,18.9
USW00013881,1983-08-02,0.3,27.8,21.1,1983,8,2,24.45
USW00023188,2018-07-24,0.0,29.4,21.7,2018,7,24,25.55
USW00023188,1953-07-29,0.0,23.9,18.9,1953,7,29,21.4
USW00013881,1966-09-26,1.3,26.1,11.7,1966,9,26,18.9
USW00023188,1959-01-19,0.0,16.1,12.8,1959,1,19,14.45
USW00013881,2004-12-07,0.0,20.0,10.6,2004,12,7,15.3
USW00023188,1954-03-05,0.0,18.3,12.2,1954,3,5,15.25
USW00013881,1974-02-05,0.0,8.9,-3.9,1974,2,5,2.5
USW00013960,2009-01-03,0.0,27.2,17.2,2009,1,3,22.2
USW00013960,1994-02-12,0.0,12.8,3.9,1994,2,12,8.35
USW00013881,1964-07-23,3.0,31.7,21.1,1964,7,23,26.4
USW00013960,2020-03-08,0.0,21.7,9.4,2020,3,8,15.55
USW00023188,2023-07-11,0.0,24.4,17.2,2023,7,11,20.8
USW00023188,1965-03-24,1.3,16.7,11.1,1965,3,24,13.9
USW00023188,1973-10-07,0.0,20.6,15.6,1973,10,7,18.1
USW00013960,1994-04-16,0.0,26.1,12.8,1994,4,16,19.45
USW00013881,1990-02-22,12.7,23.3,10.0,1990,2,22,16.65
USW00023188,1981-07-06,0.0,28.3,22.8,1981,7,6,25.55
USW00013960,1960-04-19,0.0,27.2,9.4,1960,4,19,18.3
USW00013960,2013-03-23,3.6,12.8,8.9,2013,3,23,10.85
USW00012919,1910-05-20,0.0,31.7,24.4,1910,5,20,28.05
USW00023188,2000-04-02,0.0,20.0,13.3,2000,4,2,16.65
USW00023188,2014-01-13,0.0,26.1,9.4,2014,1,13,17.75
USW00012919,1914-12-21,3.6,16.1,11.1,1914,12,21,13.6
USW00012919,1909-03-08,0.0,30.6,22.2,1909,3,8,26.4
USW00013881,1954-01-03,0.0,19.4,5.0,1954,1,3,12.2
USW00013960,1952-01-02,0.0,2.2,-1.1,1952,1,2,0.55
USW00013960,1982-09-22,0.0,24.4,8.9,1982,9,22,16.65
USW00013881,1947-06-10,0.0,37.2,21.7,1947,6,10,29.45
USW00013960,1955-06-09,1.3,21.1,15.0,1955,6,9,18.05
USW00013960,1970-05-02,0.0,21.7,8.9,1970,5,2,15.3
USW00013960,1950-03-06,0.0,23.3,7.8,1950,3,6,15.55
USW00023188,1939-12-07,0.0,23.3,11.7,1939,12,7,17.5
USW00023188,2013-12-02,0.0,24.4,11.7,2013,12,2,18.05
USW00013960,1984-11-17,24.9,13.3,7.8,1984,11,17,10.55
USW00013960,2023-04-11,0.0,24.4,11.1,2023,4,11,17.75
USW00023188,2016-01-16,0.0,18.9,11.1,2016,1,16,15.0
USW00013960,2019-05-06,0.0,28.9,22.2,2019,5,6,25.55
USW00013960,1994-01-29,0.0,5.6,1.7,1994,1,29,3.65
USW00013960,1972-12-25,0.0,16.7,1.7,1972,12,25,9.2
USW00013881,2011-06-29,0.0,32.2,19.4,2011,6,29,25.8
USW00013960,2023-08-10,0.0,41.7,29.4,2023,8,10,35.55
USW00023188,2022-08-15,0.0,26.1,21.1,2022,8,15,23.6
USW00023188,2019-07-26,0.0,27.2,21.1,2019,7,26,24.15
USW00012919,1904-08-26,0.0,32.2,24.4,1904,8,26,28.3
USW00013881,1957-11-05,0.0,16.7,8.3,1957,11,5,12.5
USW00012919,1914-06-12,0.0,32.8,23.3,1914,6,12,28.05
USW00023188,1994-06-16,0.0,22.2,16.7,1994,6,16,19.45
USW00023188,1988-08-22,0.0,23.9,17.8,1988,8,22,20.85
USW00013960,1943-12-04,0.0,18.9,1.7,1943,12,4,10.3
USW00023188,1955-09-12,0.0,27.8,18.9,1955,9,12,23.35
USW00013881,1953-05-23,0.0,35.0,21.1,1953,5,23,28.05
USW00013881,1986-04-23,0.0,17.2,1.7,1986,4,23,9.45
USW00012919,1918-10-20,0.0,34.4,24.4,1918,10,20,29.4
USW00023188,2004-01-11,0.0,16.7,8.9,2004,1,11,12.8
USW00023188,1975-02-28,0.0,17.8,10.0,1975,2,28,13.9
USW00013881,1984-09-03,0.0,32.2,20.0,1984,9,3,26.1
USW00023188,1943-05-05,0.0,20.6,14.4,1943,5,5,17.5
USW00013881,1982-02-23,0.0,21.1,-1.7,1982,2,23,9.7
USW00013960,1971-12-11,0.0,15.0,2.2,1971,12,11,8.6
USW00023188,2023-08-01,0.0,27.2,21.1,2023,8,1,24.15
USW00023188,1964-10-07,0.0,27.8,18.3,1964,10,7,23.05
USW00013881,2013-12-06,0.0,25.0,18.3,2013,12,6,21.65
USW00023188,1975-01-19,0.0,26.7,8.9,1975,1,19,17.8
USW00012919,1912-06-18,4.6,31.7,25.6,1912,6,18,28.65
USW00013960,1949-04-28,0.3,23.9,16.1,1949,4,28,20.0
USW00012919,1917-10-08,0.0,34.4,18.9,1917,10,8,26.65
USW00013960,1949-09-02,0.0,32.2,21.1,1949,9,2,26.65
USW00023188,1951-06-23,0.0,20.6,16.7,1951,6,23,18.65
USW00023188,1969-11-12,0.0,27.2,16.1,1969,11,12,21.65
USW00012919,1905-02-04,4.6,3.9,0.6,1905,2,4,2.25
USW00012919,1917-07-25,0.0,33.3,23.3,1917,7,25,28.3
